gene	cnv
EPB41L5	2.13
EPB42	2
EPC1	1.96
EPC2	2.13
EPCAM	1.975
EPDR1	2.009
EPG5	2.129
EPGN	2.39
EPHA1	2.009
EPHA1-AS1	2.009
EPHA10	2.053
EPHA2	2.053
EPHA3	1.635
EPHA4	2.13
EPHA5	2.39
EPHA5-AS1	2.39
EPHA6	1.635
EPHA7	1.687
EPHA8	2.053
EPHB1	2.033
EPHB2	2.053
EPHB3	2.033
EPHB4	2.009
EPHB6	1.94
EPHX1	1.973
EPHX2	1.914
EPHX3	2.368
EPHX4	2.053
EPM2A	1.687
EPM2AIP1	1.635
EPN1	1.711
EPN2	1.954
EPN2-AS1	2
EPN2-IT1	2
EPN3	1.954
EPO	2.009
EPOR	2.368
EPPIN	1.849
EPPIN-WFDC6	1.849
EPPK1	1.914
EPRS	1.973
EPS15	2.053
EPS15L1	2.368
EPS8	2.061
EPS8L1	1.473
EPS8L2	2.368
EPS8L3	2.053
EPSTI1	2.057
EPT1	1.975
EPX	1.954
EPYC	2.061
EQTN	1.946
ERAL1	1.954
ERAP1	1.963
ERAP2	1.963
ERAS	2.147
ERBB2	1.954
ERBB3	2.061
ERBB4	2.13
ERBIN	1.963
ERC1	2.061
ERC2	1.635
ERC2-IT1	1.635
ERCC1	2.391
ERCC2	2.391
ERCC3	2.13
ERCC4	2.167
ERCC5	2.057
ERCC6	1.96
ERCC6L	2
ERCC6L2	1.61
ERCC8	1.963
EREG	2.39
ERF	2.391
ERFE	2.13
ERG	2.223
ERGIC1	1.963
ERGIC2	2.061
ERGIC3	1.849
ERH	1.92
ERI1	1.914
ERI2	2.167
ERI3	2.053
ERI3-IT1	2.053
ERICH1	1.914
ERICH1-AS1	1.783
ERICH2	2.13
ERICH3	2.053
ERICH3-AS1	2.053
ERICH4	2.391
ERICH5	2
ERICH6	2.033
ERICH6-AS1	2
ERICH6B	2.057
ERLEC1	1.975
ERLIN1	1.96
ERLIN2	1.914
ERMAP	2.053
ERMARD	1.679
ERMN	2.13
ERMP1	1.946
ERN1	1.954
ERN2	2.167
ERO1A	1.92
ERO1B	1.973
ERP27	2.061
ERP29	2.061
ERP44	1.61
ERRFI1	2.053
ERV3-1	2.009
ERVFRD-1	1.703
ERVH48-1	2.223
ERVK13-1	2.167
ERVMER34-1	2.39
ERVV-1	0.023
ERVV-2	0.023
ERVW-1	2.009
ESAM	1.922
ESCO1	2.129
ESCO2	1.914
ESD	2.057
ESF1	1.849
ESM1	1.963
ESPL1	2.061
ESPN	2.053
ESPNL	2.13
ESPNP	2.053
ESR1	1.687
ESR2	1.92
ESRG	1.635
ESRP1	1.914
ESRP2	2.266
ESRRA	2.205
ESRRB	1.92
ESRRG	1.973
ESX1	2.147
ESYT1	2.061
ESYT2	2.009
ESYT3	2.033
ETAA1	1.975
ETF1	1.963
ETFA	2
ETFB	2.391
ETFBKMT	2.061
ETFDH	2.39
ETFRF1	2
ETHE1	2.391
ETNK1	2.061
ETNK2	1.973
ETNPPL	2.39
ETS1	1.922
ETS2	2.223
ETV1	2.009
ETV2	2.142
ETV3	1.973
ETV3L	1.973
ETV4	1.954
ETV5	2.033
ETV6	2.061
ETV7	1.703
EVA1A	1.975
EVA1B	2.053
EVA1C	2.223
EVADR	2
EVC	2.05
EVC2	2.05
EVI2A	1.954
EVI2B	2
EVI5	2.053
EVI5L	2.368
EVL	1.92
EVPL	1.954
EVPLL	1.954
EVX1	2.009
EVX1-AS	2.009
EVX2	2.13
EWSAT1	2
EWSR1	1.865
EXD1	2
EXD2	1.92
EXD3	1.61
EXO1	1.973
EXO5	2
EXOC1	2.39
EXOC2	1.703
EXOC3	1.955
EXOC3-AS1	2
EXOC3L1	2.266
EXOC3L2	2.391
EXOC3L4	1.92
EXOC4	2.009
EXOC5	1.92
EXOC6	1.96
EXOC6B	1.975
EXOC7	1.954
EXOC8	2
EXOG	1.635
EXOSC1	1.96
EXOSC10	2.053
EXOSC2	1.61
EXOSC3	1.946
EXOSC4	1.914
EXOSC5	2.391
EXOSC6	2.266
EXOSC7	1.635
EXOSC8	2.057
EXOSC9	2.39
EXPH5	1.922
EXT1	1.914
EXT2	2.205
EXTL1	2.053
EXTL2	2.053
EXTL3	1.914
EXTL3-AS1	2
EYA1	1.914
EYA2	1.849
EYA3	2.053
EYA4	1.687
EYS	1.687
EZH1	1.954
EZH2	2.009
EZR	1.687
EZR-AS1	1.687
F10	2.057
F10-AS1	2.057
F11	2.39
F11-AS1	2.39
F11R	1.973
F12	1.963
F13A1	1.703
F13B	1.973
F2	2.205
F2R	1.963
F2RL1	1.963
F2RL2	1.963
F2RL3	2.368
F3	2.053
F5	1.973
F7	2.057
F8	2.147
F8A1	2.147
F8A2	2.147
F8A3	2.147
F9	2.147
FA2H	2.266
FAAH	2.053
FAAH2	2.147
FAAHP1	2
FAAP100	1.954
FAAP20	2.053
FAAP24	2.142
FABP1	1.975
FABP12	1.914
FABP2	2.39
FABP3	2.053
FABP4	1.914
FABP5	1.914
FABP5P3	2.009
FABP6	1.963
FABP7	1.687
FABP9	1.914
FADD	1.922
FADS1	2.205
FADS2	2.205
FADS3	2.205
FADS6	1.954
FAF1	2.053
FAF2	1.963
FAH	2
FAHD1	2.167
FAHD2A	2.13
FAHD2B	2.13
FAHD2CP	2.13
FAIM	2.033
FAIM2	2.061
FALEC	2
FAM102A	1.61
FAM102B	2.053
FAM103A1	2
FAM104A	1.954
FAM104B	2.147
FAM105A	1.955
FAM106A	2
FAM106B	2
FAM106CP	2
FAM107A	1.635
FAM107B	1.96
FAM109A	2.061
FAM109B	1.865
FAM110A	1.849
FAM110B	1.914
FAM110C	1.975
FAM110D	2.053
FAM111A	2.205
FAM111B	2.205
FAM114A1	2.05
FAM114A2	1.963
FAM117A	1.954
FAM117B	2.13
FAM118A	1.865
FAM118B	1.922
FAM120A	1.61
FAM120AOS	1.61
FAM120B	1.021
FAM120C	2.147
FAM122A	1.61
FAM122B	2.147
FAM122C	2.147
FAM124A	2.057
FAM124B	2.13
FAM126A	2.009
FAM126B	2.13
FAM127A	2
FAM127B	2.147
FAM127C	2.147
FAM129A	1.973
FAM129B	1.61
FAM129C	2.368
FAM131A	2.033
FAM131B	2.009
FAM131C	2.053
FAM132A	2.053
FAM133A	2
FAM133B	2.009
FAM133CP	1.96
FAM133DP	2.13
FAM134A	2.13
FAM134B	1.955
FAM134C	1.954
FAM135A	1.687
FAM135B	1.914
FAM136A	1.975
FAM138A	2
FAM138B	2
FAM138C	2
FAM138D	2
FAM138E	2
FAM138F	2
FAM13A	2.39
FAM13A-AS1	2
FAM13B	1.963
FAM13C	1.96
FAM149A	2.39
FAM149B1	1.96
FAM150A	1.914
FAM150B	1.975
FAM151A	2.053
FAM151B	1.963
FAM153A	1.963
FAM153B	1.963
FAM153C	1.963
FAM155A	2.057
FAM155A-IT1	2.057
FAM155B	2.147
FAM156A	2.147
FAM156B	2.147
FAM157A	2.503
FAM157B	1.61
FAM157C	2.266
FAM159A	2.053
FAM159B	2
FAM160A1	2.39
FAM160A2	2.205
FAM160B1	1.96
FAM160B2	1.914
FAM161A	1.975
FAM161B	1.92
FAM162A	2.033
FAM162B	2
FAM163A	1.973
FAM163B	1.61
FAM166A	1.61
FAM166B	1.946
FAM167A	1.914
FAM167A-AS1	1.914
FAM167B	2.053
FAM168A	1.922
FAM168B	2.13
FAM169A	1.963
FAM169B	2
FAM170A	1.963
FAM170B	1.96
FAM170B-AS1	1.96
FAM171A1	1.96
FAM171A2	1.954
FAM171B	2.13
FAM172A	1.963
FAM172BP	1.635
FAM173A	2.167
FAM173B	1.955
FAM174A	1.963
FAM174B	2
FAM175A	2.39
FAM175B	1.96
FAM177A1	1.92
FAM177B	2
FAM178B	2.13
FAM179A	1.975
FAM179B	1.92
FAM180A	2.009
FAM180B	2.205
FAM181A	1.932
FAM181A-AS1	1.932
FAM181B	1.922
FAM182A	2
FAM182B	2
FAM183A	2.053
FAM183BP	2.009
FAM183CP	1.914
FAM184A	1.687
FAM184B	2.05
FAM185A	2.009
FAM186A	2.061
FAM186B	2.061
FAM187B	2.142
FAM188A	1.96
FAM188B	2.009
FAM189A1	1.908
FAM189A2	1.61
FAM189B	2.347
FAM192A	2.266
FAM193A	2.05
FAM193B	1.963
FAM196A	1.96
FAM196B	1.963
FAM197Y2P	2
FAM197Y5P	2
FAM198A	1.635
FAM198B	2.39
FAM199X	2.147
FAM19A1	1.635
FAM19A2	2.061
FAM19A3	2.053
FAM19A4	1.635
FAM19A5	1.865
FAM200A	2.009
FAM200B	2.05
FAM201A	1.946
FAM201B	2.13
FAM204A	1.96
FAM205A	1.946
FAM205BP	1.946
FAM205C	2
FAM206A	1.61
FAM207A	2.223
FAM208A	1.635
FAM208B	1.96
FAM209A	2
FAM209B	1.849
FAM20A	1.954
FAM20B	1.973
FAM20C	2.609
FAM210A	2.129
FAM210B	1.849
FAM212A	1.635
FAM212B	2.053
FAM212B-AS1	2
FAM213A	1.96
FAM213B	2.123
FAM214A	2
FAM214B	1.946
FAM215A	2
FAM216A	2.061
FAM216B	2.057
FAM217A	1.703
FAM217B	1.849
FAM218A	2.39
FAM219A	1.946
FAM219B	2
FAM21A	1.96
FAM21C	1.96
FAM21EP	1.96
FAM220A	2.009
FAM221A	2.009
FAM221B	1.946
FAM222A	2.061
FAM222A-AS1	2.061
FAM222B	1.954
FAM223A	2.147
FAM223B	2.147
FAM224A	2
FAM224B	2
FAM225A	1.61
FAM225B	1.61
FAM226A	2.147
FAM226B	2.147
FAM227A	1.865
FAM227B	2
FAM228A	1.975
FAM228B	1.975
FAM229A	2.053
FAM229B	1.687
FAM230A	1.865
FAM230B	1.865
FAM230C	2.057
FAM231A	2
FAM231B	2.053
FAM231C	2
FAM231D	1.973
FAM234A	2.167
FAM234B	2.061
FAM24A	1.96
FAM24B	1.96
FAM24B-CUZD1	1.96
FAM25A	1.96
FAM25BP	1.96
FAM25C	1.96
FAM25G	1.96
FAM26D	1.687
FAM26E	1.687
FAM26F	1.687
FAM27B	2
FAM27C	2
FAM27E2	1.946
FAM27E3	1.61
FAM27E5	2
FAM30A	0.842
FAM32A	2.368
FAM35A	1.96
FAM35BP	1.96
FAM35DP	1.96
FAM3A	2.147
FAM3B	2.223
FAM3C	2.009
FAM3D	1.635
FAM3D-AS1	1.635
FAM41AY1	2
FAM41AY2	2
FAM41C	2.053
FAM43A	2.033
FAM43B	2
FAM45A	1.96
FAM45BP	2.147
FAM46A	1.687
FAM46B	2.053
FAM46C	2.053
FAM46D	2
FAM47A	2.147
FAM47B	2.147
FAM47C	2.147
FAM47E	2.39
FAM47E-STBD1	2.39
FAM49A	1.975
FAM49B	1.914
FAM50A	2.147
FAM50B	1.703
FAM53A	2.05
FAM53B	1.96
FAM53B-AS1	1.96
FAM53C	1.963
FAM57A	1.954
FAM57B	2.167
FAM58A	2.147
FAM60A	2.422
FAM63A	1.973
FAM63B	2
FAM64A	1.954
FAM65A	2.266
FAM65B	1.703
FAM65C	1.849
FAM66A	2
FAM66B	2
FAM66C	2
FAM66D	1.914
FAM66E	2
FAM69A	2.053
FAM69B	1.61
FAM69C	2.129
FAM71A	2
FAM71B	1.963
FAM71C	2.061
FAM71D	1.92
FAM71E1	2.391
FAM71E2	1.711
FAM71F1	2.009
FAM71F2	2.009
FAM72A	1.973
FAM72B	2.053
FAM72C	1.973
FAM72D	1.973
FAM74A1	2
FAM74A3	2
FAM74A4	1.61
FAM74A6	2
FAM74A7	2
FAM76A	2.053
FAM76B	1.922
FAM78A	1.61
FAM78B	1.973
FAM81A	2
FAM81B	1.963
FAM83A	1.914
FAM83A-AS1	2
FAM83B	1.703
FAM83C	1.849
FAM83C-AS1	1.849
FAM83D	1.849
FAM83E	2.391
FAM83F	1.865
FAM83G	1.954
FAM83H	2.063
FAM83H-AS1	2.063
FAM84A	2
FAM84B	1.914
FAM86B1	1.914
FAM86B2	1.914
FAM86B3P	1.914
FAM86C1	1.922
FAM86C2P	1.922
FAM86DP	1.635
FAM86EP	2.05
FAM86FP	2.061
FAM86HP	2.033
FAM86JP	2.033
FAM87A	1.914
FAM87B	2
FAM89A	1.973
FAM89B	1.922
FAM8A1	1.703
FAM90A1	2.061
FAM90A10P	1.914
FAM90A25P	1.914
FAM90A27P	2
FAM90A2P	1.914
FAM90A7P	2.434
FAM91A1	1.914
FAM92A1	1.914
FAM92A1P2	2
FAM92B	2.266
FAM95A	2.13
FAM95B1	1.77
FAM95C	1.946
FAM96A	2
FAM96B	2.266
FAM98A	1.975
FAM98B	2
FAM98C	2.142
FAM99A	2
FAM99B	2
FAM9A	2.147
FAM9B	2.147
FAM9C	2.147
FAN1	1.908
FANCA	2.266
FANCB	2.147
FANCC	1.61
FANCD2	1.635
FANCD2OS	1.635
FANCE	1.703
FANCF	2.205
FANCG	1.946
FANCI	2
FANCL	1.975
FANCM	1.92
FANK1	1.96
FANK1-AS1	2
FAP	2.13
FAR1	2.205
FAR2	2.061
FAR2P1	2
FAR2P2	2.13
FARP1	2.057
FARP2	2.13
FARS2	1.703
FARSA	2.368
FARSB	2.13
FAS	1.96
FAS-AS1	1.96
FASLG	1.973
FASN	1.954
FASTK	2.009
FASTKD1	2.13
FASTKD2	2.13
FASTKD3	1.955
FASTKD5	1.849
FAT1	2.39
FAT2	1.963
FAT3	1.922
FAT4	2.39
FATE1	2.147
FAU	2.205
FAXC	1.687
FAXDC2	1.963
FBF1	1.954
FBL	2.142
FBLIM1	2.053
FBLL1	1.963
FBLN1	1.865
FBLN2	1.635
FBLN5	1.92
FBLN7	2.13
FBN1	2
FBN2	1.963
FBN3	2.368
FBP1	1.61
FBP2	1.61
FBRS	2.167
FBRSL1	2.061
FBXL12	2.368
FBXL13	2.009
FBXL14	2.061
FBXL15	1.96
FBXL16	2.167
FBXL17	1.963
FBXL18	2.009
FBXL19	2.167
FBXL19-AS1	2.167
FBXL2	1.635
FBXL20	1.954
FBXL21	1.963
FBXL22	2
FBXL3	2.057
FBXL4	1.687
FBXL5	2.05
FBXL6	1.914
FBXL7	1.955
FBXL8	2.266
FBXO10	1.946
FBXO11	1.975
FBXO15	2.129
FBXO16	1.914
FBXO17	2.142
FBXO18	1.96
FBXO2	2.053
FBXO21	2.061
FBXO22	2
FBXO22-AS1	2
FBXO24	2.009
FBXO25	1.914
FBXO27	2.142
FBXO28	1.973
FBXO3	2.205
FBXO3-AS1	2
FBXO30	2
FBXO31	2.266
FBXO32	1.914
FBXO33	1.92
FBXO34	2
FBXO36	2.13
FBXO38	1.963
FBXO39	1.954
FBXO4	1.955
FBXO40	2.033
FBXO41	1.975
FBXO42	2.053
FBXO43	1.914
FBXO44	2.053
FBXO45	2.033
FBXO46	2.391
FBXO47	1.954
FBXO48	2
FBXO5	1.687
FBXO6	2.053
FBXO7	1.865
FBXO8	2.39
FBXO9	1.703
FBXW10	1.954
FBXW11	1.963
FBXW12	1.635
FBXW2	1.61
FBXW4	1.96
FBXW4P1	1.865
FBXW5	1.61
FBXW7	2.39
FBXW8	2.061
FBXW9	2.368
FCAMR	1.973
FCAR	0.364
FCER1A	1.973
FCER1G	1.973
FCER2	2.368
FCF1	1.92
FCF1P2	2
FCGBP	2.142
FCGR1A	1.973
FCGR1B	2.053
FCGR1CP	1.973
FCGR2A	1.973
FCGR2B	1.973
FCGR2C	1.973
FCGR3A	1.973
FCGR3B	1.973
FCGRT	2.391
FCHO1	2.368
FCHO2	1.963
FCHSD1	1.963
FCHSD2	1.922
FCMR	1.973
FCN1	1.61
FCN2	1.61
FCN3	2.053
FCRL1	1.973
FCRL2	1.973
FCRL3	1.973
FCRL4	1.973
FCRL5	1.973
FCRL6	1.973
FCRLA	1.973
FCRLB	1.973
FDCSP	2
FDFT1	1.914
FDPS	1.973
FDPSP2	2.009
FDX1	1.922
FDX1L	2.368
FDXACB1	1.922
FDXR	1.954
FECH	2.129
FEM1A	2.368
FEM1B	2
FEM1C	1.963
FEN1	2.205
FENDRR	2.266
FER	1.963
FER1L4	1.849
FER1L5	2.13
FER1L6	1.914
FER1L6-AS1	1.914
FER1L6-AS2	1.914
FERD3L	2
FERMT1	1.849
FERMT2	1.92
FERMT3	2.205
FES	2
FETUB	2.033
FEV	2.13
FEZ1	1.922
FEZ2	1.975
FEZF1	2.009
FEZF1-AS1	2
FEZF2	1.635
FFAR1	2.142
FFAR2	2.142
FFAR3	2.142
FFAR4	1.96
FGA	2.39
FGB	2.39
FGD1	2.147
FGD2	1.703
FGD3	1.61
FGD4	2.061
FGD5	1.635
FGD5-AS1	1.635
FGD5P1	1.635
FGD6	2.061
FGF1	1.963
FGF10	1.955
FGF10-AS1	1.955
FGF11	1.954
FGF12	2.033
FGF12-AS1	2.033
FGF12-AS3	2
FGF13	2.147
FGF13-AS1	2
FGF14	2.057
FGF14-AS1	2
FGF14-AS2	2
FGF14-IT1	2
FGF16	2.147
FGF17	1.914
FGF18	1.963
FGF19	1.922
FGF2	2.39
FGF20	1.914
FGF21	2.391
FGF22	2.368
FGF23	2.061
FGF3	1.922
FGF4	1.922
FGF5	2.39
FGF6	2.061
FGF7	2
FGF7P3	2
FGF7P6	1.61
FGF8	1.96
FGF9	2.057
FGFBP1	2
FGFBP2	2.05
FGFBP3	1.96
FGFR1	1.914
FGFR1OP	1.687
FGFR1OP2	2.061
FGFR2	1.96
FGFR3	2.05
FGFR4	1.963
FGFRL1	2.05
FGG	2.39
FGGY	2.053
FGL1	1.914
FGL2	2
FGR	2.053
FH	1.973
FHAD1	2.053
FHDC1	2.39
FHIT	1.635
FHL1	2.147
FHL2	2.13
FHL3	2.053
FHL5	1.687
FHOD1	2.266
FHOD3	2.129
FIBCD1	1.61
FIBIN	2
FIBP	1.922
FICD	2.061
FIG4	1.687
FIGLA	1.975
FIGN	2.13
FIGNL1	2.009
FIGNL2	2.061
FILIP1	1.687
FILIP1L	1.635
FIP1L1	2.39
FIRRE	2.147
FIS1	2.009
FITM1	2
FITM2	1.849
FIZ1	2
FJX1	2.205
FKBP10	1.954
FKBP11	2.061
FKBP14	2.009
FKBP15	1.61
FKBP1A	1.849
FKBP1A-SDCBP2	1.849
FKBP1AP1	0.008
FKBP1B	1.975
FKBP2	2.205
FKBP3	1.92
FKBP4	2.061
FKBP5	1.703
FKBP6	2.009
FKBP7	2.13
FKBP8	2.368
FKBP9	2.009
FKBP9P1	2.009
FKBPL	1.732
FKRP	2.391
FKSG29	2
FKTN	1.61
FLAD1	1.973
FLCN	1.954
FLG	2
FLG-AS1	1.973
FLG2	1.973
FLI1	1.922
FLII	1.954
FLJ10038	2
FLJ12825	2.061
FLJ13224	2
FLJ16171	2
FLJ16779	1.849
FLJ20021	2
FLJ21408	2
FLJ22447	2
FLJ22763	2
FLJ23867	1.973
FLJ25758	2
FLJ26245	2.167
FLJ27354	2
FLJ30679	2
FLJ31104	1.963
FLJ31356	1.975
FLJ31662	2
FLJ32255	2
FLJ33360	1.955
FLJ33534	2
FLJ33581	2
FLJ34503	2
FLJ35934	1.954
FLJ36000	1.954
FLJ36777	2
FLJ37035	1.96
FLJ37201	1.96
FLJ37453	2.053
FLJ37505	2.061
FLJ38576	2.39
FLJ40194	2
FLJ40288	2.009
FLJ41200	1.946
FLJ41278	2
FLJ41941	2
FLJ42102	2
FLJ42351	2
FLJ42393	2.033
FLJ42627	2.167
FLJ42969	1.914
FLJ43315	1.61
FLJ43879	2
FLJ44635	2.147
FLJ45079	1.954
FLJ45513	1.954
FLJ46066	2
FLJ46284	1.914
FLJ46906	2
FLNA	2.147
FLNB	1.635
FLNC	2.009
FLOT1	1.646
FLOT2	1.954
FLRT1	2.205
FLRT2	1.92
FLRT3	1.849
FLT1	2.057
FLT3	2.057
FLT3LG	2.391
FLT4	1.963
FLVCR1	1.973
FLVCR1-AS1	2
FLVCR2	1.92
FLYWCH1	2.167
FLYWCH2	2
FMC1	2.009
FMN1	1.908
FMN2	1.973
FMNL1	1.954
FMNL2	2.13
FMNL3	2.061
FMO1	1.973
FMO2	1.973
FMO3	1.973
FMO4	1.973
FMO5	1.973
FMO6P	2
FMO9P	2
FMOD	1.973
FMR1	2.147
FMR1-AS1	2
FMR1NB	2.147
FN1	2.13
FN3K	1.954
FN3KRP	1.954
FNBP1	1.61
FNBP1L	2.053
FNBP4	2.205
FNDC1	1.687
FNDC10	2.053
FNDC11	1.849
FNDC3A	2.057
FNDC3B	2.033
FNDC4	1.975
FNDC5	2.053
FNDC7	2.053
FNDC8	1.954
FNDC9	1.963
FNIP1	1.963
FNIP2	2.39
FNTA	1.914
FNTB	1.92
FOCAD	1.946
FOCAD-AS1	2
FOLH1	2.205
FOLH1B	1.922
FOLR1	1.922
FOLR2	1.922
FOLR3	1.922
FOPNL	2.264
FOS	1.92
FOSB	2.391
FOSL1	1.922
FOSL2	1.975
FOXA1	1.92
FOXA2	1.849
FOXA3	2.391
FOXB1	2
FOXB2	1.61
FOXC1	1.703
FOXC2	2.266
FOXC2-AS1	2.266
FOXCUT	1.703
FOXD1	1.963
FOXD2	2.053
FOXD2-AS1	2
FOXD3	2.053
FOXD3-AS1	2.053
FOXD4	1.946
FOXD4L1	2.13
FOXD4L3	1.61
FOXD4L4	2
FOXD4L5	2
FOXD4L6	1.946
FOXE1	1.61
FOXE3	2.053
FOXF1	2.266
FOXF2	1.703
FOXG1	2
FOXG1-AS1	2
FOXH1	1.914
FOXI1	1.963
FOXI2	1.96
FOXI3	1.975
FOXJ1	1.954
FOXJ2	2.061
FOXJ3	2.053
FOXK1	2.009
FOXK2	1.954
FOXL1	2.266
FOXL2	2.033
FOXL2NB	2.033
FOXM1	2.061
FOXN1	1.954
FOXN2	1.975
FOXN3	1.92
FOXN3-AS1	2
FOXN3-AS2	1.92
FOXN4	2.061
FOXO1	2.057
FOXO3	1.687
FOXO3B	1.954
FOXO4	2.147
FOXO6	2.053
FOXP1	1.635
FOXP1-AS1	2
FOXP2	2.009
FOXP3	2.147
FOXP4	1.703
FOXP4-AS1	2
FOXQ1	1.703
FOXR1	1.922
FOXR2	2
FOXRED1	1.922
FOXRED2	1.865
FOXS1	1.849
FPGS	1.61
FPGT	2.053
FPGT-TNNI3K	2.053
FPR1	2.391
FPR2	2.391
FPR3	2
FRA10AC1	1.96
FRAS1	2.39
FRAT1	1.96
FRAT2	1.96
FREM1	1.946
FREM2	2.057
FREM3	2.39
FRG1	1.965
FRG1BP	1.849
FRG1CP	1.849
FRG1DP	1.849
FRG1HP	1.946
FRG1JP	1.61
FRG2	1.965
FRG2B	1.96
FRG2C	2
FRG2DP	2.167
FRG2EP	1.849
FRG2KP	2.167
FRGCA	2
FRK	1.687
FRMD1	1.687
FRMD3	1.61
FRMD4A	1.96
FRMD4B	1.635
FRMD5	2
FRMD6	1.92
FRMD6-AS1	1.92
FRMD6-AS2	2
FRMD7	2.147
FRMD8	2.205
FRMD8P1	2.147
FRMPD1	1.946
FRMPD2	1.96
FRMPD2B	1.96
FRMPD3	2.147
FRMPD3-AS1	2.147
FRMPD4	2.147
FRRS1	2.053
FRRS1L	1.61
FRS2	2.061
FRS3	1.703
FRY	2.057
FRY-AS1	2.057
FRYL	2.05
FRZB	2.13
FSBP	1.914
FSCB	2
FSCN1	2.009
FSCN2	1.954
FSCN3	2.009
FSD1	2.368
FSD1L	1.61
FSD2	2
FSHB	2.205
FSHR	1.975
FSIP1	2
FSIP2	2.13
FST	1.963
FSTL1	2.033
FSTL3	2.368
FSTL4	1.963
FSTL5	2.39
FTCD	2.722
FTCDNL1	2
FTH1	2.205
FTH1P18	2.147
FTH1P3	1.975
FTHL17	2.147
FTL	2.391
FTLP10	2
FTMT	2
FTO	2.266
FTO-IT1	2
FTSJ1	2.147
FTSJ3	1.954
FTX	2.147
FUBP1	2.053
FUBP3	1.61
FUCA1	2.053
FUCA2	1.687
FUK	2.266
FUNDC1	2.147
FUNDC2	2.147
FUNDC2P2	1.975
FUOM	1.96
FURIN	2
FUS	2.167
FUT1	2.391
FUT10	1.914
FUT11	1.96
FUT2	2.391
FUT3	2.368
FUT4	1.922
FUT5	2
FUT6	2.368
FUT7	1.61
FUT8	1.92
FUT8-AS1	1.92
FUT9	1.687
FUZ	2.391
FXN	1.61
FXR1	2.033
FXR2	1.954
FXYD1	2.142
FXYD2	1.922
FXYD3	2.142
FXYD4	1.96
FXYD5	2.142
FXYD6	1.922
FXYD6-FXYD2	1.922
FXYD7	2.142
FYB	1.955
FYCO1	1.635
FYN	1.687
FYTTD1	2.033
FZD1	2.009
FZD10	2.061
FZD10-AS1	2.061
FZD2	1.954
FZD3	1.914
FZD4	1.922
FZD5	2.13
FZD6	1.914
FZD7	2.13
FZD8	1.96
FZD9	2.009
FZR1	2.368
G0S2	1.973
G2E3	1.92
G3BP1	1.963
G3BP2	2.39
G6PC	1.954
G6PC2	0.891
G6PC3	1.954
G6PD	2.147
GAA	1.954
GAB1	2.39
GAB2	1.922
GAB3	2.147
GAB4	1.865
GABARAP	1.954
GABARAPL1	2.061
GABARAPL2	2.266
GABARAPL3	2
GABBR1	1.654
GABBR2	1.61
GABPA	2.223
GABPB1	2
GABPB1-AS1	2
GABPB2	1.973
GABRA1	1.963
GABRA2	2.05
GABRA3	2.147
GABRA4	2.05
GABRA5	2
GABRA6	1.963
GABRB1	2.05
GABRB2	1.963
GABRB3	2
GABRD	2.053
GABRE	2.147
GABRG1	2.05
GABRG2	1.963
GABRG3	2
GABRG3-AS1	2
GABRP	1.963
GABRQ	2.147
GABRR1	1.687
GABRR2	1.687
GABRR3	1.635
GACAT1	2
GACAT2	2
GACAT3	2
GAD1	2.13
GAD2	1.96
GADD45A	2.053
GADD45B	2.368
GADD45G	1.61
GADD45GIP1	2.368
GADL1	1.635
GAGE1	2.147
GAGE10	2.147
GAGE12B	2
GAGE12C	2
GAGE12D	2.147
GAGE12E	2
GAGE12F	2
GAGE12G	2
GAGE12H	2
GAGE12I	2
GAGE12J	2.147
GAGE13	2
GAGE2A	2
GAGE2B	2
GAGE2C	2
GAGE2D	2
GAGE2E	2
GAGE4	2
GAGE5	2
GAGE6	2
GAGE7	2
GAGE8	2
GAK	2.05
GAL	1.922
GAL3ST1	1.865
GAL3ST2	3.56
GAL3ST3	1.922
GAL3ST4	2.009
GALC	1.92
GALE	2.053
GALK1	1.954
GALK2	2
GALM	1.975
GALNS	2.266
GALNT1	2.129
GALNT10	1.963
GALNT11	2.009
GALNT12	1.61
GALNT13	2.13
GALNT14	1.975
GALNT15	1.635
GALNT16	1.92
GALNT18	2.205
GALNT2	1.973
GALNT3	2.13
GALNT4	2.061
GALNT5	2.13
GALNT6	2.061
GALNT7	2.39
GALNT8	2.061
GALNT9	2.061
GALNTL5	2.009
GALNTL6	2.39
GALP	1.711
GALR1	2.129
GALR2	1.954
GALR3	1.865
GALT	1.946
GAMT	2.368
GAN	2.266
GANAB	2.205
GANC	2
GAP43	2.033
GAPDH	2.061
GAPDHS	2.142
GAPLINC	2
GAPT	2
GAPVD1	1.61
GAR1	2
GAREM1	2.129
GAREM2	1.975
GARNL3	1.61
GARS	2.009
GART	0.944
GAS1	1.61
GAS1RR	2
GAS2	2.205
GAS2L1	1.865
GAS2L1P2	1.61
GAS2L2	1.954
GAS2L3	2.061
GAS5	2
GAS5-AS1	2
GAS6	2.057
GAS6-AS1	2.057
GAS6-AS2	2
GAS7	1.954
GAS8	2.266
GAS8-AS1	2.266
GAST	1.954
GATA1	2.147
GATA2	2.033
GATA2-AS1	2.033
GATA3	1.96
GATA3-AS1	1.96
GATA4	1.914
GATA5	1.849
GATA6	2.129
GATA6-AS1	2.129
GATAD1	2.009
GATAD2A	2.368
GATAD2B	1.457
GATB	2.39
GATC	2.061
GATM	2
GATS	2.009
GATSL2	2.009
GATSL3	1.865
GBA	2.347
GBA2	1.946
GBA3	2.05
